Yeary,Monthy,Day,Time UTC,Mag,Lat,Lon,Depth km,Region,IRIS ID,Timestamp
2016,6,26,13:46:20,4.3,39.5103,73.454,10,TAJIKISTAN-XINJIANG BORDER REG.,5186402,1466948780
2016,6,26,12:50:05,4.4,39.4051,73.6014,10,TAJIKISTAN-XINJIANG BORDER REG.,5187415,1466945405
2016,6,26,12:21:58,4.3,39.425,73.3826,10,TAJIKISTAN-XINJIANG BORDER REG.,5187411,1466943718
2016,6,26,12:16:11,4.3,39.2509,73.5036,10,TAJIKISTAN-XINJIANG BORDER REG.,5187412,1466943371
2016,6,26,12:08:12,4.2,39.4159,73.9782,10,TAJIKISTAN-XINJIANG BORDER REG.,5187402,1466942892
2016,6,26,12:03:23,4.5,39.4727,73.8062,10,TAJIKISTAN-XINJIANG BORDER REG.,5187403,1466942603
2016,6,26,11:56:51,4.2,39.3673,73.3647,10,TAJIKISTAN-XINJIANG BORDER REG.,5187399,1466942211
2016,6,26,11:46:08,4.5,39.2913,73.4902,10,TAJIKISTAN-XINJIANG BORDER REG.,5187400,1466941568
2016,6,26,11:43:15,4.5,39.299,73.4515,10,TAJIKISTAN-XINJIANG BORDER REG.,5187396,1466941395
2016,6,26,11:40:48,4.6,39.3387,73.613,10,TAJIKISTAN-XINJIANG BORDER REG.,5187391,1466941248
2016,6,26,11:35:28,4.6,39.6441,73.562,10,TAJIKISTAN-XINJIANG BORDER REG.,5187393,1466940928
2016,6,26,11:32:46,4.8,39.4381,73.7349,10,TAJIKISTAN-XINJIANG BORDER REG.,5187386,1466940766
2016,6,26,11:30:22,4.9,39.4451,73.6218,10,TAJIKISTAN-XINJIANG BORDER REG.,5187384,1466940622
2016,6,26,11:28:27,4.9,39.4074,73.5245,10,TAJIKISTAN-XINJIANG BORDER REG.,5191669,1466940507
2016,6,26,11:17:11,6.4,39.4793,73.3388,13,TAJIKISTAN-XINJIANG BORDER REG.,5186388,1466939831
2016,6,26,01:02:50,4.1,38.7001,73.3176,10,TAJIKISTAN-XINJIANG BORDER REG.,5189091,1466902970
2016,6,25,10:33:37,4.1,39.4753,73.684,10,TAJIKISTAN-XINJIANG BORDER REG.,5188744,1466850817
2016,6,22,13:22:24,4.7,38.3415,75.5163,130.4,"SOUTHERN XINJIANG, CHINA",5187881,1466601744
2016,5,17,00:24:31,4.1,39.6181,75.6198,10,"SOUTHERN XINJIANG, CHINA",5183575,1463444671
2016,5,15,17:02:26,4.6,39.7699,75.6205,10,"SOUTHERN XINJIANG, CHINA",5185866,1463331746
2016,5,15,16:59:10,4.5,39.7951,75.3554,10,"SOUTHERN XINJIANG, CHINA",5182849,1463331550
2016,5,4,09:51:49,4.3,38.1877,74.1795,165.7,TAJIKISTAN-XINJIANG BORDER REG.,5181711,1462355509
2016,5,4,00:34:13,4.4,38.652,73.7741,103.7,TAJIKISTAN-XINJIANG BORDER REG.,10224440,1462322053
2016,5,4,00:34:12,4.4,38.6034,73.8565,104.1,TAJIKISTAN-XINJIANG BORDER REG.,5181937,1462322052
2016,4,30,23:20:43,4.3,38.1366,74.6378,133.3,TAJIKISTAN-XINJIANG BORDER REG.,5181432,1462058443
2016,4,29,04:36:36,4.7,39.674,74.125,10,"SOUTHERN XINJIANG, CHINA",5181260,1461904596
2016,4,26,09:33:58,4.3,39.6698,75.2934,44,"SOUTHERN XINJIANG, CHINA",5184255,1461663238
,,,,,,,,,,
2014,9,7,16:43:16,3.2,26.9382,103.9185,10,"YUNNAN, CHINA",10420839,1410108196
2014,8,3,09:22:09,3.3,26.9821,103.4863,0,"YUNNAN, CHINA",10353275,1407057729
2014,12,23,17:44:28,3.5,26.9906,106.2514,0,SOUTHEASTERN CHINA,10513372,1419356668
2014,12,15,18:19:11,4.4,27.038,103.602,29,"YUNNAN, CHINA",4818320,1418667551
2014,8,6,23:25:25,3.6,27.04,103.42,5,"YUNNAN, CHINA",10357447,1407367525
2014,11,20,23:16:13,4.1,27.0704,103.3089,10,"YUNNAN, CHINA",4817335,1416525373
2014,8,3,09:13:11,3.5,27.0795,104.0554,0,"YUNNAN, CHINA",10353267,1407057191
2014,8,3,11:46:33,4.4,27.0826,103.5382,10,"YUNNAN, CHINA",4769505,1407066393
2014,8,5,22:33:52,3.6,27.0895,103.5817,0,"YUNNAN, CHINA",10356271,1407278032
2016,8,12,11:25:23,4.6,27.09,103.6535,10,"YUNNAN, CHINA",5193732,1471001123
2014,12,17,03:08:32,3.1,27.09,103.36,14,"YUNNAN, CHINA",10505920,1418785712
2014,8,23,02:29:13,4.6,27.0989,103.5564,10,"YUNNAN, CHINA",4809237,1408760953
2014,8,3,10:12:44,4.3,27.1037,103.5176,10,"YUNNAN, CHINA",4769473,1407060764
2014,8,5,00:29:36,3.5,27.11,103.36,5,"YUNNAN, CHINA",10355149,1407198576
2015,2,9,23:48:41,3.3,27.1211,103.9276,0,"YUNNAN, CHINA",10618730,1423525721
2015,6,21,00:13:28,3.9,27.1216,103.4694,10,"YUNNAN, CHINA",10791326,1434845608
2014,8,13,12:16:31,4.1,27.1294,103.5083,30.1,"YUNNAN, CHINA",4808749,1407932191
2014,8,3,22:18:18,3.6,27.1315,103.4495,0,"YUNNAN, CHINA",10353896,1407104298
2014,10,26,16:02:31,4.6,27.1403,103.5188,10,"YUNNAN, CHINA",4812636,1414339351
2014,8,4,21:14:38,3.4,27.1443,103.4808,0,"YUNNAN, CHINA",10355005,1407186878
2014,8,10,04:39:13,4.1,27.1479,103.4239,10,"YUNNAN, CHINA",4808283,1407645553
2015,8,7,09:49:02,4.2,27.1495,103.3171,10,"YUNNAN, CHINA",5159111,1438940942
2015,2,10,15:45:34,4.2,27.1497,103.4825,35,"YUNNAN, CHINA",5075247,1423583134
2014,8,3,14:28:31,4.7,27.1502,103.4774,10,"YUNNAN, CHINA",4765316,1407076111
2014,9,10,08:59:31,4.7,27.1508,103.5725,10,"YUNNAN, CHINA",4812191,1410339571
2014,8,3,19:30:32,4.6,27.1612,103.4425,10,"YUNNAN, CHINA",4765315,1407094232
2014,8,3,10:34:03,4.5,27.1625,103.3621,10,"YUNNAN, CHINA",4769501,1407062043
2014,9,8,02:40:38,4.4,27.1635,103.4961,10,"YUNNAN, CHINA",4811028,1410144038
2014,8,3,11:07:22,4.4,27.1651,103.6709,10,"YUNNAN, CHINA",4765266,1407064042
2014,9,17,05:05:43,4.5,27.1851,103.4672,10,"YUNNAN, CHINA",4813177,1410930343
2016,8,12,06:56:56,4.7,27.1902,103.4697,10,"YUNNAN, CHINA",5190323,1470985016
2014,8,8,06:39:30,4.6,27.1939,103.3072,10,"YUNNAN, CHINA",4791701,1407479970
2015,3,27,14:18:34,3.5,27.199,103.4876,10,"YUNNAN, CHINA",10671470,1427465914
2014,10,6,23:25:21,4.3,27.2016,103.2203,10,"YUNNAN, CHINA",4813354,1412637921
2017,3,12,12:21:23,4.8,27.204,103.5744,37.3,"YUNNAN, CHINA",10040008,1489321283
2015,3,9,22:44:37,3.5,27.2085,103.8847,0,"YUNNAN, CHINA",10653726,1425941077
2014,8,3,08:30:14,6.2,27.217,103.458,28,"YUNNAN, CHINA",4765255,1407054614
2017,3,29,23:48:19,4.1,27.218,103.7006,10,"YUNNAN, CHINA",10049266,1490831299
2014,8,3,23:06:11,4.3,27.2216,103.3272,10,"YUNNAN, CHINA",4769011,1407107171
2016,8,13,13:22:38,4.3,27.2261,103.4576,10,"YUNNAN, CHINA",5192397,1471094558
2015,4,12,15:31:08,3.7,27.2266,103.6235,10,"YUNNAN, CHINA",10697935,1428852668
2014,11,2,17:13:02,3.8,27.2425,103.5052,10,"YUNNAN, CHINA",10524081,1414948382
2014,8,3,13:47:09,4.6,27.2425,103.3889,10,"YUNNAN, CHINA",4765299,1407073629
2014,8,4,22:20:56,3.4,27.2452,103.7842,0,"YUNNAN, CHINA",10355060,1407190856
2018,8,10,17:17:33,4.5,27.2783,104.0138,16.5,"YUNNAN, CHINA",10933496,1533921453
2014,8,3,08:45:18,3.7,27.2801,103.5809,0,"YUNNAN, CHINA",10353242,1407055518
2017,2,8,11:11:42,4.9,27.303,103.4248,10,"YUNNAN, CHINA",9999177,1486552302
2016,2,15,07:59:11,4.4,27.3516,103.7083,32.8,"YUNNAN, CHINA",5178075,1455523151
2015,3,13,19:20:27,3.6,27.4236,103.8248,0,"YUNNAN, CHINA",10657388,1426274427
2014,10,9,05:20:32,3.7,27.43,106.16,4,SOUTHEASTERN CHINA,10461666,1412832032
2014,6,11,18:19:36,3.7,27.5121,104.1539,35,"YUNNAN, CHINA",10297020,1402510776
2018,8,15,13:28:13,4.8,27.527,103.9975,10,"YUNNAN, CHINA",10935736,1534339693
2018,8,17,17:36:42,4.6,27.5676,103.9934,34.7,"YUNNAN, CHINA",10936900,1534527402
2018,5,17,18:40:32,4.2,27.6167,103.8967,10,"YUNNAN, CHINA",10805058,1526582432
2015,2,15,10:08:54,3.2,27.6432,104.2996,0,"YUNNAN, CHINA",10624144,1423994934
2014,5,26,15:47:35,3.4,27.7525,104.5193,0,"YUNNAN, CHINA",10260628,1401119255
2014,8,3,15:08:29,4.3,27.8519,104.6086,0,"YUNNAN, CHINA",10353573,1407078509
2014,8,17,01:24:55,3.5,27.9368,103.4046,0,"YUNNAN, CHINA",10368612,1408238695
2014,6,11,13:54:56,3.4,27.9414,103.5074,0,"YUNNAN, CHINA",10296792,1402494896
2014,3,29,13:45:25,3.5,27.9746,104.5739,0,"YUNNAN, CHINA",10084175,1396100725
2014,4,2,15:32:37,3.4,28.0041,103.5358,0,"SICHUAN, CHINA",10166797,1396452757
2014,8,17,07:36:49,3.6,28.0292,103.514,0,"SICHUAN, CHINA",10368872,1408261009
2014,12,3,08:33:02,3.5,28.031,103.829,0,"SICHUAN, CHINA",10490818,1417595582
2014,8,17,09:51:17,3.2,28.0381,103.7006,0,"SICHUAN, CHINA",10368955,1408269077
2015,5,16,06:28:56,3.4,28.042,103.4749,0,"SICHUAN, CHINA",10746634,1431757736
