Yeary,Monthy,Day,Time UTC,Mag,Lat,Lon,Depth km,Region,IRIS ID,Timestamp
2017,1,28,13:03:00,4.4,39.1137,74.5351,47.3,"SOUTHERN XINJIANG, CHINA",9995907,1485608580
2017,1,24,18:42:01,4.5,38.4034,76.7229,44.4,"SOUTHERN XINJIANG, CHINA",9994638,1485283321
2017,1,20,09:54:08,5.2,38.289,76.6408,50.8,"SOUTHERN XINJIANG, CHINA",9993175,1484906048
2017,1,7,08:36:14,4.5,39.4928,73.4065,36,TAJIKISTAN-XINJIANG BORDER REG.,9953168,1483778174
2016,12,19,10:57:33,4.7,39.3878,73.9595,61.8,TAJIKISTAN-XINJIANG BORDER REG.,9947123,1482145053
2016,12,13,08:11:57,4.7,39.261,74.0583,53.5,"SOUTHERN XINJIANG, CHINA",9913730,1481616717
2016,12,11,14:21:11,4.4,39.2072,74.4709,54.8,"SOUTHERN XINJIANG, CHINA",9913054,1481466071
2016,12,11,03:36:30,4.4,39.2264,74.5655,45.4,"SOUTHERN XINJIANG, CHINA",9912967,1481427390
2016,12,6,15:08:53,4.3,39.2117,74.2603,53.5,"SOUTHERN XINJIANG, CHINA",9911444,1481036933
2016,12,5,01:15:17,4.3,39.2922,74.1789,36.6,"SOUTHERN XINJIANG, CHINA",9914045,1480900517
2016,12,4,03:56:25,4.3,39.3235,74.2514,51.5,"SOUTHERN XINJIANG, CHINA",5199645,1480823785
2016,12,4,03:27:26,4.1,39.2371,74.2008,59.3,"SOUTHERN XINJIANG, CHINA",5199643,1480822046
2016,12,3,07:42:42,4.2,39.3465,73.9768,10,TAJIKISTAN-XINJIANG BORDER REG.,5199574,1480750962
2016,11,29,22:15:50,4.4,39.3115,74.064,10,"SOUTHERN XINJIANG, CHINA",5199233,1480457750
2016,11,27,16:43:40,4.6,39.2259,74.5477,31.4,"SOUTHERN XINJIANG, CHINA",5198972,1480265020
2016,11,27,05:06:43,4.5,39.3407,74.0156,10,"SOUTHERN XINJIANG, CHINA",5198919,1480223203
2016,11,26,19:46:43,4.4,39.098,74.4524,10,"SOUTHERN XINJIANG, CHINA",5198904,1480189603
2016,11,26,10:23:47,4.3,39.2802,74.3666,10,"SOUTHERN XINJIANG, CHINA",5198870,1480155827
2016,11,26,10:08:01,4.7,39.1643,74.2328,10,"SOUTHERN XINJIANG, CHINA",5198869,1480154881
2016,11,26,09:23:26,5.1,39.2566,74.2004,10,"SOUTHERN XINJIANG, CHINA",5198864,1480152206
2016,11,26,07:42:56,4.2,39.216,73.7101,10,TAJIKISTAN-XINJIANG BORDER REG.,5198853,1480146176
2016,11,25,23:12:44,4.4,39.2614,74.0438,10,"SOUTHERN XINJIANG, CHINA",5198811,1480115564
2016,11,25,20:58:21,4.9,39.1863,74.2368,10,"SOUTHERN XINJIANG, CHINA",5198808,1480107501
2016,11,25,20:37:31,4.2,39.2684,73.9919,10,TAJIKISTAN-XINJIANG BORDER REG.,5198806,1480106251
2016,11,25,19:46:19,4.7,39.2373,74.3071,10,"SOUTHERN XINJIANG, CHINA",5198804,1480103179
2016,11,25,18:37:35,4.4,39.2016,73.8806,10,TAJIKISTAN-XINJIANG BORDER REG.,5198800,1480099055
2016,11,25,16:12:07,4.4,39.4205,74.2299,10,"SOUTHERN XINJIANG, CHINA",5198791,1480090327
2016,11,25,15:26:46,4.8,39.2199,73.9792,10,TAJIKISTAN-XINJIANG BORDER REG.,5198785,1480087606
2016,11,25,14:47:18,4.4,39.2114,74.3243,65.2,"SOUTHERN XINJIANG, CHINA",9912839,1480085238
2016,11,25,14:40:03,5.1,39.3566,73.9707,10,TAJIKISTAN-XINJIANG BORDER REG.,9912837,1480084803
2016,11,25,14:24:30,6.6,39.23,74.0208,17,"SOUTHERN XINJIANG, CHINA",5198775,1480083870
2016,11,25,14:18:59,5.2,39.1868,73.9162,10,TAJIKISTAN-XINJIANG BORDER REG.,5198774,1480083539
2016,10,30,15:18:58,4.2,38.4792,73.7265,121.1,TAJIKISTAN-XINJIANG BORDER REG.,5196627,1477840738
2016,10,15,03:50:49,4.2,39.4318,73.4508,42.2,TAJIKISTAN-XINJIANG BORDER REG.,5197995,1476503449
2016,8,13,07:20:16,4.3,39.4525,73.5403,10,TAJIKISTAN-XINJIANG BORDER REG.,5192678,1471072816
2016,8,13,00:04:59,4.5,39.3904,73.3957,10,TAJIKISTAN-XINJIANG BORDER REG.,5190370,1471046699
2016,8,12,12:15:14,4.3,39.2633,73.4331,35,TAJIKISTAN-XINJIANG BORDER REG.,5190348,1471004114
2016,8,12,02:07:03,4.5,39.3594,73.5121,10,TAJIKISTAN-XINJIANG BORDER REG.,5190305,1470967623
2016,8,10,12:44:03,4.3,39.4681,73.5545,10,TAJIKISTAN-XINJIANG BORDER REG.,5190148,1470833043
2016,8,9,13:06:41,4.5,39.5593,73.5442,10,TAJIKISTAN-XINJIANG BORDER REG.,5190052,1470748001
2016,8,5,04:34:09,4.4,39.529,73.4583,35.8,TAJIKISTAN-XINJIANG BORDER REG.,5189780,1470371649
2016,8,2,23:06:18,4.3,39.462,73.323,45.6,TAJIKISTAN-XINJIANG BORDER REG.,5191110,1470179178
2016,7,27,23:27:44,4.6,39.4543,73.3421,10,TAJIKISTAN-XINJIANG BORDER REG.,5189092,1469662064
2016,7,27,04:19:57,4,39.4224,73.2913,28,TAJIKISTAN-XINJIANG BORDER REG.,5191743,1469593197
2016,7,26,21:51:46,4.4,38.3311,75.5518,124.3,"SOUTHERN XINJIANG, CHINA",5188968,1469569906
2016,7,22,23:33:36,4.3,39.4835,73.3064,10,TAJIKISTAN-XINJIANG BORDER REG.,5188652,1469230416
2016,7,21,05:29:20,4.9,39.4789,73.5391,15.6,TAJIKISTAN-XINJIANG BORDER REG.,5188484,1469078960
2016,7,20,12:55:25,4.5,39.4054,73.4028,10,TAJIKISTAN-XINJIANG BORDER REG.,5190914,1469019325
2016,7,14,06:53:29,4.6,39.4563,73.4252,10,TAJIKISTAN-XINJIANG BORDER REG.,5187851,1468479209
2016,7,5,21:00:21,4.4,39.4658,73.5218,10,TAJIKISTAN-XINJIANG BORDER REG.,5187084,1467752421
2016,7,5,15:52:03,4.3,38.2465,73.7141,149.1,TAJIKISTAN-XINJIANG BORDER REG.,5187075,1467733923
2016,7,5,02:52:49,4.2,39.473,73.4987,10,TAJIKISTAN-XINJIANG BORDER REG.,5190213,1467687169
2016,7,4,02:24:20,4.7,39.4168,73.4673,10,TAJIKISTAN-XINJIANG BORDER REG.,5186957,1467599060
2016,7,3,15:56:44,4.4,39.4712,73.4743,10,TAJIKISTAN-XINJIANG BORDER REG.,5186927,1467561404
2016,7,1,11:01:14,4.3,39.4009,73.8065,15.7,TAJIKISTAN-XINJIANG BORDER REG.,5190055,1467370874
2016,7,1,10:57:49,4.3,39.3642,73.4765,10,TAJIKISTAN-XINJIANG BORDER REG.,5190258,1467370669
2016,7,1,04:19:48,4.3,39.4589,73.3502,10,TAJIKISTAN-XINJIANG BORDER REG.,5186771,1467346788
2016,6,29,11:23:52,4.4,39.5221,73.4857,10,TAJIKISTAN-XINJIANG BORDER REG.,5189278,1467199432
2016,6,29,09:40:22,4.2,39.4983,73.5917,10,TAJIKISTAN-XINJIANG BORDER REG.,5189270,1467193222
2016,6,29,08:08:14,5.1,39.4279,73.3766,10,TAJIKISTAN-XINJIANG BORDER REG.,5186615,1467187694
2016,6,28,22:57:52,4.4,39.4725,73.3906,10,TAJIKISTAN-XINJIANG BORDER REG.,5186576,1467154672
2016,6,28,21:38:04,5.5,39.4745,73.341,13.6,TAJIKISTAN-XINJIANG BORDER REG.,5186572,1467149884
2016,6,28,15:09:54,4.4,39.3883,73.7692,10,TAJIKISTAN-XINJIANG BORDER REG.,5189481,1467126594
2016,6,28,12:43:16,4.8,39.487,73.387,17.8,TAJIKISTAN-XINJIANG BORDER REG.,5186542,1467117796
2016,6,28,09:07:16,4.5,39.3754,73.5926,10,TAJIKISTAN-XINJIANG BORDER REG.,5186540,1467104836
2016,6,28,08:38:19,4.2,39.4678,73.2877,10,TAJIKISTAN-XINJIANG BORDER REG.,5187471,1467103099
2016,6,27,21:54:39,4.4,39.4237,73.5626,10,TAJIKISTAN-XINJIANG BORDER REG.,5186520,1467064479
2016,6,27,19:29:32,4.9,39.4026,73.7164,10,TAJIKISTAN-XINJIANG BORDER REG.,5189557,1467055772
2016,6,27,19:28:49,5.3,39.4606,73.5842,10,TAJIKISTAN-XINJIANG BORDER REG.,5186495,1467055729
2016,6,27,16:33:18,4,39.5213,73.2819,10,TAJIKISTAN-XINJIANG BORDER REG.,5186489,1467045198
2016,6,27,15:53:12,4.3,39.4592,73.6412,10,TAJIKISTAN-XINJIANG BORDER REG.,5186486,1467042792
2016,6,27,14:44:09,4.2,39.633,73.7798,10,TAJIKISTAN-XINJIANG BORDER REG.,5189078,1467038649
2016,6,27,13:28:36,4.3,39.6123,73.4037,10,TAJIKISTAN-XINJIANG BORDER REG.,5186482,1467034116
2016,6,27,12:59:15,4.4,39.4256,73.4529,10,TAJIKISTAN-XINJIANG BORDER REG.,5187424,1467032355
2016,6,27,12:38:15,4.5,39.403,73.5453,10,TAJIKISTAN-XINJIANG BORDER REG.,5187417,1467031095
2016,6,27,07:34:13,4.5,39.4567,73.6269,10,TAJIKISTAN-XINJIANG BORDER REG.,5186460,1467012853
2016,6,27,06:25:37,4.6,39.4202,73.298,9.6,TAJIKISTAN-XINJIANG BORDER REG.,5186454,1467008737
2016,6,27,05:45:24,4.4,39.5074,73.4823,10,TAJIKISTAN-XINJIANG BORDER REG.,5186464,1467006324
2016,6,27,05:08:23,4.3,39.4426,73.4941,21.6,TAJIKISTAN-XINJIANG BORDER REG.,5186458,1467004103
2016,6,27,02:55:02,4.3,39.5189,73.3143,10,TAJIKISTAN-XINJIANG BORDER REG.,5186515,1466996102
2016,6,27,02:32:07,4.4,39.3888,73.5866,10,TAJIKISTAN-XINJIANG BORDER REG.,5186514,1466994727
2016,6,26,23:37:48,4.3,39.4764,73.5807,10,TAJIKISTAN-XINJIANG BORDER REG.,5188007,1466984268
2016,6,26,21:16:44,4.3,39.6393,73.3867,10,TAJIKISTAN-XINJIANG BORDER REG.,5189449,1466975804
2016,6,26,20:00:36,4.3,39.5109,73.4509,10,TAJIKISTAN-XINJIANG BORDER REG.,5186415,1466971236
2016,6,26,18:51:12,4.4,39.4425,73.3019,10,TAJIKISTAN-XINJIANG BORDER REG.,5186409,1466967072
2016,6,26,16:19:01,4.2,39.451,73.7393,10,TAJIKISTAN-XINJIANG BORDER REG.,5186417,1466957941
2016,6,26,16:09:18,4.3,39.5087,73.6454,10,TAJIKISTAN-XINJIANG BORDER REG.,5189059,1466957358
2016,6,26,16:02:01,4.4,39.5267,73.5456,10,TAJIKISTAN-XINJIANG BORDER REG.,5186414,1466956921
2016,6,26,15:48:12,4.4,39.5119,73.7082,10,TAJIKISTAN-XINJIANG BORDER REG.,5186412,1466956092
2016,6,26,15:06:29,4.1,39.3053,73.7919,10,TAJIKISTAN-XINJIANG BORDER REG.,5188943,1466953589
2016,6,26,14:58:16,4.4,39.454,73.5017,10,TAJIKISTAN-XINJIANG BORDER REG.,5186408,1466953096
2016,6,26,14:43:27,4.3,39.2996,73.8362,10,TAJIKISTAN-XINJIANG BORDER REG.,5188934,1466952207
2016,6,26,14:40:22,4.3,39.5976,73.4219,10,TAJIKISTAN-XINJIANG BORDER REG.,5188932,1466952022
2016,6,26,14:21:36,4.1,39.643,73.367,10,TAJIKISTAN-XINJIANG BORDER REG.,5186405,1466950896
2016,6,26,14:16:00,4.3,39.4635,73.4408,10,TAJIKISTAN-XINJIANG BORDER REG.,5188849,1466950560
